,imageName,aestheticScore,qualityScore
214,iaa_pub10194_.jpg,3.9130434782608696,4.1
215,iaa_pub10195_.jpg,3.8043478260869565,3.8304347826086955
216,iaa_pub10196_.jpg,1.7391304347826086,1.8391304347826085
217,iaa_pub10197_.jpg,2.8043478260869565,3.0565217391304347
218,iaa_pub10198_.jpg,1.2173913043478262,1.2521739130434784
219,iaa_pub10199_.jpg,3.9565217391304346,4.047826086956522
220,iaa_pub1019_.jpg,1.68,1.676
221,iaa_pub101_.jpg,3.08,3.284
222,iaa_pub10200_.jpg,3.6739130434782608,3.78695652173913
223,iaa_pub10201_.jpg,1.608695652173913,1.708695652173913
224,iaa_pub10202_.jpg,3.608695652173913,3.760869565217391
225,iaa_pub10203_.jpg,1.6956521739130435,1.6956521739130435
226,iaa_pub10204_.jpg,1.7173913043478262,1.682608695652174
227,iaa_pub10205_.jpg,3.4565217391304346,3.582608695652174
228,iaa_pub10206_.jpg,1.1521739130434783,1.2086956521739132
229,iaa_pub10207_.jpg,2.6956521739130435,3.108695652173913
230,iaa_pub10208_.jpg,4.0,4.1869565217391305
231,iaa_pub10209_.jpg,2.0,2.217391304347826
232,iaa_pub1020_.jpg,2.58,2.6919999999999997
233,iaa_pub10210_.jpg,3.6956521739130435,3.926086956521739
234,iaa_pub10211_.jpg,4.021739130434782,4.047826086956522
235,iaa_pub10212_.jpg,3.8260869565217392,3.9434782608695653
236,iaa_pub10213_.jpg,3.260869565217391,3.430434782608696
237,iaa_pub10214_.jpg,2.869565217391304,3.073913043478261
238,iaa_pub10215_.jpg,3.6956521739130435,3.8782608695652177
239,iaa_pub10216_.jpg,2.9782608695652173,3.308695652173913
240,iaa_pub10217_.jpg,3.108695652173913,3.3739130434782605
241,iaa_pub10218_.jpg,3.6956521739130435,3.7347826086956526
242,iaa_pub10219_.jpg,3.3043478260869565,3.3391304347826085
243,iaa_pub1021_.jpg,3.8,3.852
244,iaa_pub10220_.jpg,3.1739130434782608,3.4695652173913043
245,iaa_pub10221_.jpg,3.4565217391304346,3.5869565217391304
246,iaa_pub10222_.jpg,2.9565217391304346,3.1
247,iaa_pub10223_.jpg,3.0652173913043477,3.1869565217391305
248,iaa_pub10224_.jpg,3.739130434782609,3.7217391304347824
249,iaa_pub10225_.jpg,1.2826086956521738,1.3434782608695652
250,iaa_pub10226_.jpg,1.8043478260869565,1.891304347826087
251,iaa_pub10227_.jpg,2.9782608695652173,3.182608695652174
252,iaa_pub10228_.jpg,3.608695652173913,3.717391304347826
253,iaa_pub10229_.jpg,2.9565217391304346,3.217391304347826
254,iaa_pub1022_.jpg,3.58,3.688
255,iaa_pub10230_.jpg,2.8260869565217392,3.0217391304347827
256,iaa_pub10231_.jpg,2.5869565217391304,2.739130434782609
257,iaa_pub10232_.jpg,1.5,1.6217391304347826
258,iaa_pub10233_.jpg,3.8043478260869565,3.8304347826086955
259,iaa_pub10234_.jpg,3.282608695652174,3.5043478260869563
260,iaa_pub10235_.jpg,2.347826086956522,2.626086956521739
261,iaa_pub10236_.jpg,3.5652173913043477,3.739130434782609
262,iaa_pub10237_.jpg,2.0217391304347827,2.265217391304348
263,iaa_pub10238_.jpg,3.347826086956522,3.4565217391304346
264,iaa_pub10239_.jpg,3.1739130434782608,3.3434782608695657
265,iaa_pub1023_.jpg,3.66,3.7760000000000002
266,iaa_pub10240_.jpg,3.5217391304347827,3.6260869565217395
267,iaa_pub10241_.jpg,3.9782608695652173,4.052173913043478
268,iaa_pub10242_.jpg,3.5434782608695654,3.7043478260869565
269,iaa_pub10243_.jpg,3.5217391304347827,3.6565217391304343
270,iaa_pub10244_.jpg,2.5652173913043477,2.617391304347826
271,iaa_pub10245_.jpg,2.9130434782608696,3.0565217391304347
272,iaa_pub10246_.jpg,3.4130434782608696,3.4782608695652173
273,iaa_pub10247_.jpg,3.369565217391304,3.4086956521739133
274,iaa_pub10248_.jpg,2.9130434782608696,3.2913043478260873
275,iaa_pub10249_.jpg,2.347826086956522,2.5130434782608693
276,iaa_pub1024_.jpg,3.6,3.736
277,iaa_pub10250_.jpg,3.891304347826087,3.9130434782608696
278,iaa_pub10251_.jpg,2.4130434782608696,2.4608695652173913
279,iaa_pub10252_.jpg,3.260869565217391,3.3782608695652177
280,iaa_pub10253_.jpg,3.5869565217391304,3.678260869565217
281,iaa_pub10254_.jpg,3.239130434782609,3.4086956521739133
282,iaa_pub10255_.jpg,2.5869565217391304,2.7695652173913046
283,iaa_pub10256_.jpg,3.5652173913043477,3.639130434782609
284,iaa_pub10257_.jpg,3.739130434782609,3.7304347826086954
285,iaa_pub10258_.jpg,2.630434782608696,2.869565217391304
286,iaa_pub10259_.jpg,3.608695652173913,3.78695652173913
287,iaa_pub1025_.jpg,3.48,3.648
288,iaa_pub10260_.jpg,2.8043478260869565,3.0608695652173914
289,iaa_pub10261_.jpg,3.152173913043478,3.2043478260869565
290,iaa_pub10262_.jpg,3.4347826086956523,3.5913043478260867
291,iaa_pub10263_.jpg,2.6739130434782608,2.9434782608695653
292,iaa_pub10264_.jpg,3.152173913043478,3.404347826086956
293,iaa_pub10265_.jpg,3.3260869565217392,3.5043478260869563
294,iaa_pub10266_.jpg,1.608695652173913,1.7826086956521738
295,iaa_pub10267_.jpg,2.847826086956522,3.0304347826086957
296,iaa_pub10268_.jpg,3.4130434782608696,3.6652173913043478
297,iaa_pub10269_.jpg,3.391304347826087,3.6217391304347823
298,iaa_pub1026_.jpg,3.52,3.7039999999999997
299,iaa_pub10270_.jpg,1.5869565217391304,1.8043478260869565
300,iaa_pub10271_.jpg,3.152173913043478,3.239130434782609
301,iaa_pub10272_.jpg,3.891304347826087,3.9956521739130437
302,iaa_pub10273_.jpg,3.4130434782608696,3.5478260869565217
303,iaa_pub10274_.jpg,2.3260869565217392,2.526086956521739
304,iaa_pub10275_.jpg,2.9782608695652173,3.0130434782608693
305,iaa_pub10276_.jpg,2.760869565217391,2.9956521739130437
306,iaa_pub10277_.jpg,3.782608695652174,3.726086956521739
307,iaa_pub10278_.jpg,3.9565217391304346,3.9478260869565216
308,iaa_pub10279_.jpg,3.9130434782608696,3.930434782608696
309,iaa_pub1027_.jpg,2.96,3.008
310,iaa_pub10280_.jpg,3.4347826086956523,3.595652173913044
311,iaa_pub10281_.jpg,2.8260869565217392,3.0304347826086957
312,iaa_pub10282_.jpg,3.739130434782609,3.860869565217391
313,iaa_pub10283_.jpg,3.9130434782608696,3.9695652173913043
314,iaa_pub10284_.jpg,3.4130434782608696,3.4217391304347826
315,iaa_pub10285_.jpg,3.0,3.256521739130435
316,iaa_pub10286_.jpg,2.9130434782608696,3.1260869565217395
317,iaa_pub10287_.jpg,3.0,3.1999999999999997
318,iaa_pub10288_.jpg,3.1739130434782608,3.243478260869565
319,iaa_pub10289_.jpg,3.347826086956522,3.526086956521739
320,iaa_pub1028_.jpg,3.64,3.824
321,iaa_pub10290_.jpg,3.260869565217391,3.460869565217391
322,iaa_pub10291_.jpg,3.2916666666666665,3.408333333333333
323,iaa_pub10292_.jpg,3.375,3.525
324,iaa_pub10293_.jpg,3.4166666666666665,3.595833333333333
325,iaa_pub10294_.jpg,3.125,3.295833333333333
326,iaa_pub10295_.jpg,3.0625,3.1916666666666664
327,iaa_pub10296_.jpg,3.1458333333333335,3.3333333333333335
328,iaa_pub10297_.jpg,3.5625,3.7375000000000003
329,iaa_pub10298_.jpg,3.6666666666666665,3.829166666666667
330,iaa_pub10299_.jpg,3.6458333333333335,3.8083333333333336
331,iaa_pub1029_.jpg,3.06,3.344
332,iaa_pub102_.jpg,3.16,3.464
333,iaa_pub10300_.jpg,2.875,3.0541666666666667
334,iaa_pub10301_.jpg,3.8958333333333335,4.070833333333334
335,iaa_pub10302_.jpg,1.4166666666666667,1.5625
336,iaa_pub10303_.jpg,3.5625,3.720833333333333
337,iaa_pub10304_.jpg,2.75,2.875
338,iaa_pub10305_.jpg,3.5208333333333335,3.6625
339,iaa_pub10306_.jpg,3.5625,3.7375000000000003
340,iaa_pub10307_.jpg,3.3958333333333335,3.5833333333333335
341,iaa_pub10308_.jpg,3.8958333333333335,4.0
342,iaa_pub10309_.jpg,3.4583333333333335,3.6208333333333336
343,iaa_pub1030_.jpg,2.84,3.22
344,iaa_pub10310_.jpg,3.125,3.275
345,iaa_pub10311_.jpg,3.5208333333333335,3.5583333333333336
346,iaa_pub10312_.jpg,3.3958333333333335,3.5708333333333333
347,iaa_pub10313_.jpg,3.9166666666666665,4.0125
348,iaa_pub10314_.jpg,3.0,3.1625
349,iaa_pub10315_.jpg,3.5833333333333335,3.75
350,iaa_pub10316_.jpg,3.7083333333333335,3.8708333333333336
351,iaa_pub10317_.jpg,3.0,3.1291666666666664
352,iaa_pub10318_.jpg,3.25,3.341666666666667
353,iaa_pub10319_.jpg,3.9375,4.05
354,iaa_pub1031_.jpg,2.76,2.912
355,iaa_pub10320_.jpg,3.5625,3.6625
356,iaa_pub10321_.jpg,3.8958333333333335,4.004166666666666
357,iaa_pub10322_.jpg,3.375,3.525
358,iaa_pub10323_.jpg,3.9375,4.05
359,iaa_pub10324_.jpg,3.5625,3.6999999999999997
360,iaa_pub10325_.jpg,3.5833333333333335,3.704166666666667
361,iaa_pub10326_.jpg,2.9583333333333335,3.0500000000000003
362,iaa_pub10327_.jpg,3.4791666666666665,3.6125000000000003
363,iaa_pub10328_.jpg,3.6875,3.8333333333333335
364,iaa_pub10329_.jpg,2.9166666666666665,3.0833333333333335
365,iaa_pub1032_.jpg,3.32,3.6039999999999996
366,iaa_pub10330_.jpg,2.6041666666666665,2.6958333333333333
367,iaa_pub10331_.jpg,3.75,3.8791666666666664
368,iaa_pub10332_.jpg,2.3333333333333335,2.4166666666666665
369,iaa_pub10333_.jpg,3.5,3.7375000000000003
370,iaa_pub10334_.jpg,3.1041666666666665,3.279166666666667
371,iaa_pub10335_.jpg,3.0833333333333335,3.2708333333333335
372,iaa_pub10336_.jpg,3.0625,3.220833333333333
373,iaa_pub10337_.jpg,2.625,2.779166666666667
374,iaa_pub10338_.jpg,3.2291666666666665,3.3833333333333333
375,iaa_pub10339_.jpg,3.4375,3.5625
376,iaa_pub1033_.jpg,3.32,3.464
377,iaa_pub10340_.jpg,2.6875,2.829166666666667
378,iaa_pub10341_.jpg,3.8333333333333335,3.9916666666666667
379,iaa_pub10342_.jpg,2.9166666666666665,3.0041666666666664
380,iaa_pub10343_.jpg,3.3125,3.4375
381,iaa_pub10344_.jpg,2.8125,3.0
382,iaa_pub10345_.jpg,3.8333333333333335,3.9458333333333333
383,iaa_pub10346_.jpg,2.9583333333333335,3.170833333333333
384,iaa_pub10347_.jpg,4.145833333333333,4.316666666666666
385,iaa_pub10348_.jpg,2.75,2.841666666666667
386,iaa_pub10349_.jpg,3.75,3.8833333333333333
387,iaa_pub1034_.jpg,2.8,2.98
388,iaa_pub10350_.jpg,2.0833333333333335,2.1625
389,iaa_pub10351_.jpg,3.3958333333333335,3.595833333333333
390,iaa_pub10352_.jpg,3.4791666666666665,3.716666666666667
391,iaa_pub10353_.jpg,3.8333333333333335,3.9625
392,iaa_pub10354_.jpg,3.4375,3.6041666666666665
393,iaa_pub10355_.jpg,3.5625,3.7416666666666667
394,iaa_pub10356_.jpg,3.7083333333333335,3.7916666666666665
395,iaa_pub10357_.jpg,3.0625,3.1791666666666667
396,iaa_pub10358_.jpg,3.6666666666666665,3.8791666666666664
397,iaa_pub10359_.jpg,3.6041666666666665,3.720833333333333
398,iaa_pub1035_.jpg,3.78,3.94
399,iaa_pub10360_.jpg,3.3125,3.4583333333333335
400,iaa_pub10361_.jpg,3.0416666666666665,3.2416666666666667
401,iaa_pub10362_.jpg,2.9166666666666665,3.1
402,iaa_pub10363_.jpg,2.2291666666666665,2.5708333333333333
403,iaa_pub10364_.jpg,2.4375,2.5625
404,iaa_pub10365_.jpg,2.9166666666666665,3.2125
405,iaa_pub10366_.jpg,3.0833333333333335,3.3874999999999997
406,iaa_pub10367_.jpg,3.7083333333333335,3.7291666666666665
407,iaa_pub10368_.jpg,1.5208333333333333,1.675
408,iaa_pub10369_.jpg,3.125,3.3333333333333335
409,iaa_pub1036_.jpg,3.46,3.556
410,iaa_pub10370_.jpg,3.3333333333333335,3.579166666666667
411,iaa_pub10371_.jpg,2.25,2.375
412,iaa_pub10372_.jpg,2.9375,3.2708333333333335
413,iaa_pub10373_.jpg,3.1666666666666665,3.3000000000000003
414,iaa_pub10374_.jpg,1.7708333333333333,1.7874999999999999
415,iaa_pub10375_.jpg,2.7916666666666665,3.033333333333333
416,iaa_pub10376_.jpg,2.9583333333333335,3.1833333333333336
417,iaa_pub10377_.jpg,3.7083333333333335,3.8708333333333336
418,iaa_pub10378_.jpg,3.125,3.233333333333333
419,iaa_pub10379_.jpg,3.1875,3.3833333333333333
420,iaa_pub1037_.jpg,3.76,3.872
421,iaa_pub10380_.jpg,3.6458333333333335,3.7916666666666665
422,iaa_pub10381_.jpg,2.0625,2.2666666666666666
423,iaa_pub10382_.jpg,3.5416666666666665,3.6666666666666665
424,iaa_pub10383_.jpg,3.3333333333333335,3.516666666666667
425,iaa_pub10384_.jpg,3.2083333333333335,3.4291666666666667
426,iaa_pub10385_.jpg,3.4166666666666665,3.5749999999999997
427,iaa_pub10386_.jpg,2.9791666666666665,3.3041666666666667
428,iaa_pub10387_.jpg,3.375,3.4791666666666665
429,iaa_pub10388_.jpg,3.1875,3.470833333333333
430,iaa_pub10389_.jpg,3.5,3.6125000000000003
431,iaa_pub1038_.jpg,3.6,3.856
432,iaa_pub10390_.jpg,3.6666666666666665,3.9125
433,iaa_pub10391_.jpg,1.3125,1.4333333333333333
434,iaa_pub10392_.jpg,3.4791666666666665,3.7708333333333335
435,iaa_pub10393_.jpg,3.0208333333333335,3.079166666666667
436,iaa_pub10394_.jpg,2.7291666666666665,2.920833333333333
437,iaa_pub10395_.jpg,3.0416666666666665,3.0749999999999997
438,iaa_pub10396_.jpg,3.2291666666666665,3.345833333333333
439,iaa_pub10397_.jpg,2.6458333333333335,2.720833333333333
440,iaa_pub10398_.jpg,1.9166666666666667,1.9749999999999999
441,iaa_pub10399_.jpg,3.0833333333333335,3.2375000000000003
442,iaa_pub1039_.jpg,3.22,3.344
443,iaa_pub103_.jpg,1.64,1.672
444,iaa_pub10400_.jpg,2.9791666666666665,3.0875
445,iaa_pub10401_.jpg,3.0625,3.170833333333333
446,iaa_pub10402_.jpg,2.7916666666666665,2.9250000000000003
447,iaa_pub10403_.jpg,3.75,3.7541666666666664
448,iaa_pub10404_.jpg,4.020833333333333,3.9791666666666665
449,iaa_pub10405_.jpg,3.1666666666666665,3.2875
450,iaa_pub10406_.jpg,3.5625,3.7583333333333333
451,iaa_pub10407_.jpg,2.6458333333333335,2.845833333333333
452,iaa_pub10408_.jpg,3.1875,3.420833333333333
453,iaa_pub10409_.jpg,3.9791666666666665,4.041666666666667
454,iaa_pub1040_.jpg,2.74,2.988
455,iaa_pub10410_.jpg,1.7083333333333333,1.7833333333333332
456,iaa_pub10411_.jpg,3.4583333333333335,3.6458333333333335
457,iaa_pub10412_.jpg,2.8541666666666665,3.0124999999999997
458,iaa_pub10413_.jpg,2.8541666666666665,2.8625000000000003
459,iaa_pub10414_.jpg,3.5833333333333335,3.5833333333333335
460,iaa_pub10415_.jpg,3.8333333333333335,3.9458333333333333
461,iaa_pub10416_.jpg,2.4375,2.4250000000000003
462,iaa_pub10417_.jpg,2.5625,2.591666666666667
463,iaa_pub10418_.jpg,2.2708333333333335,2.375
464,iaa_pub10419_.jpg,3.375,3.5708333333333333
465,iaa_pub1041_.jpg,3.62,3.7439999999999998
466,iaa_pub10420_.jpg,3.3958333333333335,3.5833333333333335
467,iaa_pub10421_.jpg,4.0,4.054166666666666
468,iaa_pub10422_.jpg,4.208333333333333,4.179166666666666
469,iaa_pub10423_.jpg,2.625,2.8708333333333336
470,iaa_pub10424_.jpg,3.7708333333333335,3.8041666666666667
471,iaa_pub10425_.jpg,3.3125,3.591666666666667
472,iaa_pub10426_.jpg,3.6458333333333335,3.6374999999999997
473,iaa_pub10427_.jpg,2.7916666666666665,3.0541666666666667
474,iaa_pub10428_.jpg,3.5208333333333335,3.6958333333333333
