,image_label,amusement,awe,contentment,disgust,excitement,fear,neutral,sadness,aesthetic_score
94,iaa_pub10086_.jpg,3,1,0,0,0,0,16,6,3.076923076923077
95,iaa_pub10087_.jpg,4,1,1,0,0,0,20,0,3.0576923076923075
96,iaa_pub10088_.jpg,2,0,1,0,0,0,23,0,2.173076923076923
97,iaa_pub10089_.jpg,4,0,12,0,0,0,10,0,3.2884615384615383
98,iaa_pub1008_.jpg,6,1,4,0,0,0,14,0,3.16
99,iaa_pub10090_.jpg,3,2,0,0,0,0,20,1,2.5576923076923075
100,iaa_pub10091_.jpg,11,2,1,0,0,0,12,0,4.019230769230769
101,iaa_pub10092_.jpg,5,0,11,0,0,0,10,0,3.3846153846153846
102,iaa_pub10093_.jpg,2,0,6,0,0,0,18,0,2.9423076923076925
103,iaa_pub10094_.jpg,5,0,1,0,0,0,20,0,3.326923076923077
104,iaa_pub10095_.jpg,9,1,0,0,0,0,16,0,3.3461538461538463
105,iaa_pub10096_.jpg,4,1,1,0,0,0,20,0,3.1153846153846154
106,iaa_pub10097_.jpg,7,2,1,0,0,0,16,0,3.5384615384615383
107,iaa_pub10098_.jpg,13,1,3,0,0,0,9,0,3.615384615384616
108,iaa_pub10099_.jpg,2,0,9,1,0,0,14,0,3.0576923076923075
109,iaa_pub1009_.jpg,3,1,0,0,0,0,18,3,2.92
110,iaa_pub100_.jpg,1,0,1,0,1,0,20,2,2.5
111,iaa_pub10100_.jpg,10,0,0,0,2,0,14,0,3.980769230769231
112,iaa_pub10101_.jpg,7,3,1,0,0,3,12,0,3.480769230769231
113,iaa_pub10102_.jpg,6,1,2,0,0,0,17,0,3.4615384615384617
114,iaa_pub10103_.jpg,4,1,2,0,0,0,19,0,3.3846153846153846
115,iaa_pub10104_.jpg,6,1,1,0,4,3,11,0,3.6346153846153846
116,iaa_pub10105_.jpg,5,0,2,0,0,0,19,0,3.0576923076923075
117,iaa_pub10106_.jpg,7,1,2,0,0,0,16,0,3.480769230769231
118,iaa_pub10107_.jpg,2,1,0,0,0,0,23,0,2.769230769230769
119,iaa_pub10108_.jpg,13,2,0,0,1,0,10,0,3.75
120,iaa_pub10109_.jpg,6,0,0,0,0,0,20,0,3.2884615384615383
121,iaa_pub1010_.jpg,16,1,0,0,4,0,4,0,3.86
122,iaa_pub10110_.jpg,2,0,8,0,0,0,16,0,2.9038461538461537
123,iaa_pub10111_.jpg,5,1,1,0,0,4,14,1,3.326923076923077
124,iaa_pub10112_.jpg,1,1,0,5,0,0,19,0,2.980769230769231
125,iaa_pub10113_.jpg,11,0,1,0,1,0,13,0,3.673076923076923
126,iaa_pub10114_.jpg,4,0,11,0,0,0,11,0,3.5384615384615383
127,iaa_pub10115_.jpg,10,2,1,0,0,0,13,0,3.807692307692308
128,iaa_pub10116_.jpg,1,0,1,0,0,0,23,1,2.9038461538461537
129,iaa_pub10117_.jpg,13,1,0,0,1,0,11,0,3.4423076923076925
130,iaa_pub10118_.jpg,13,0,0,0,0,0,13,0,3.692307692307693
131,iaa_pub10119_.jpg,4,0,12,0,0,0,10,0,3.692307692307693
132,iaa_pub1011_.jpg,3,3,0,0,0,0,19,0,2.88
133,iaa_pub10120_.jpg,8,0,3,0,2,0,13,0,3.5
134,iaa_pub10121_.jpg,2,1,1,0,0,0,22,0,2.8846153846153846
135,iaa_pub10122_.jpg,8,1,2,0,0,0,15,0,3.5
136,iaa_pub10123_.jpg,8,2,1,0,0,0,15,0,3.7115384615384617
137,iaa_pub10124_.jpg,14,0,0,0,1,1,10,0,3.923076923076923
138,iaa_pub10125_.jpg,1,0,1,2,0,0,22,0,2.8846153846153846
139,iaa_pub10126_.jpg,6,0,0,1,1,3,15,0,3.1923076923076925
140,iaa_pub10127_.jpg,10,0,8,0,0,0,8,0,4.019230769230769
141,iaa_pub10128_.jpg,3,0,8,0,0,0,15,0,2.9615384615384617
142,iaa_pub10129_.jpg,6,2,3,0,0,0,15,0,3.6538461538461537
143,iaa_pub1012_.jpg,6,0,0,0,1,1,16,1,2.96
144,iaa_pub10130_.jpg,2,0,0,0,0,0,24,0,2.1346153846153846
145,iaa_pub10131_.jpg,0,0,0,1,0,0,25,0,1.8269230769230769
146,iaa_pub10132_.jpg,11,1,0,0,1,0,13,0,3.807692307692308
147,iaa_pub10133_.jpg,13,0,0,0,0,0,13,0,3.5576923076923075
148,iaa_pub10134_.jpg,15,2,1,0,0,0,8,0,4.134615384615385
149,iaa_pub10135_.jpg,11,0,0,0,4,0,11,0,3.5384615384615383
150,iaa_pub10136_.jpg,13,2,1,0,0,0,10,0,4.134615384615385
151,iaa_pub10137_.jpg,4,0,3,0,4,0,15,0,3.2884615384615383
152,iaa_pub10138_.jpg,1,0,5,2,0,0,18,0,2.5961538461538463
153,iaa_pub10139_.jpg,3,1,2,0,0,0,20,0,2.980769230769231
154,iaa_pub1013_.jpg,6,7,0,0,2,0,10,0,3.34
155,iaa_pub10140_.jpg,2,1,1,0,0,1,14,7,3.2884615384615383
156,iaa_pub10141_.jpg,4,1,1,0,1,0,19,0,3.0961538461538463
157,iaa_pub10142_.jpg,6,1,2,0,0,0,17,0,3.1923076923076925
158,iaa_pub10143_.jpg,12,1,2,0,1,0,10,0,3.7115384615384617
159,iaa_pub10144_.jpg,4,0,10,0,0,0,12,0,3.4615384615384617
160,iaa_pub10145_.jpg,3,0,5,1,0,0,17,0,2.8653846153846154
161,iaa_pub10146_.jpg,4,2,1,0,0,0,19,0,3.519230769230769
162,iaa_pub10147_.jpg,6,2,0,0,0,0,18,0,3.3461538461538463
163,iaa_pub10148_.jpg,6,2,1,0,0,0,17,0,3.4423076923076925
164,iaa_pub10149_.jpg,9,0,2,0,0,0,15,0,3.4615384615384617
165,iaa_pub1014_.jpg,2,0,6,0,0,0,17,0,2.5
166,iaa_pub10150_.jpg,16,0,0,0,0,0,10,0,3.8461538461538463
167,iaa_pub10151_.jpg,8,1,3,0,0,0,13,0,4.14
168,iaa_pub10152_.jpg,4,0,2,0,0,0,18,1,3.36
169,iaa_pub10153_.jpg,2,0,1,0,1,0,21,0,3.1
170,iaa_pub10154_.jpg,3,1,2,0,0,0,19,0,3.16
171,iaa_pub10155_.jpg,0,0,3,1,0,1,20,0,2.62
172,iaa_pub10156_.jpg,6,1,2,0,1,0,15,0,4.0
173,iaa_pub10157_.jpg,1,1,1,0,1,0,21,0,2.92
174,iaa_pub10158_.jpg,2,0,2,0,8,0,13,0,3.24
175,iaa_pub10159_.jpg,9,0,3,0,0,0,13,0,3.08
176,iaa_pub1015_.jpg,4,0,0,0,0,0,20,1,2.44
177,iaa_pub10160_.jpg,7,0,1,0,1,2,14,0,3.6
178,iaa_pub10161_.jpg,8,0,6,0,0,0,11,0,3.54
179,iaa_pub10162_.jpg,0,1,4,0,0,0,20,0,3.18
180,iaa_pub10163_.jpg,6,1,6,0,3,0,9,0,3.72
181,iaa_pub10164_.jpg,13,0,3,0,0,0,9,0,4.12
182,iaa_pub10165_.jpg,6,0,5,0,0,2,12,0,3.46
183,iaa_pub10166_.jpg,6,0,2,0,3,0,14,0,3.14
184,iaa_pub10167_.jpg,8,0,2,0,1,0,14,0,3.16
185,iaa_pub10168_.jpg,6,1,1,0,1,0,16,0,3.34
186,iaa_pub10169_.jpg,1,0,0,0,0,0,24,0,1.74
187,iaa_pub1016_.jpg,3,0,3,3,0,0,16,0,2.34
188,iaa_pub10170_.jpg,1,0,1,0,0,0,23,0,2.18
189,iaa_pub10171_.jpg,4,1,2,0,0,0,18,0,2.54
190,iaa_pub10172_.jpg,3,0,3,0,0,0,19,0,3.18
191,iaa_pub10173_.jpg,5,0,4,0,1,1,13,1,3.14
192,iaa_pub10174_.jpg,1,0,4,0,0,0,20,0,3.08
193,iaa_pub10175_.jpg,0,1,3,0,0,1,20,0,2.58
194,iaa_pub10176_.jpg,2,0,4,0,0,0,19,0,3.1
195,iaa_pub10177_.jpg,7,1,2,0,1,0,13,1,3.68
196,iaa_pub10178_.jpg,1,2,0,1,0,0,21,0,1.6
197,iaa_pub10179_.jpg,1,6,1,0,0,1,16,0,2.88
198,iaa_pub1017_.jpg,8,2,1,1,2,0,11,0,2.7
199,iaa_pub10180_.jpg,3,0,0,1,0,0,21,0,2.16
200,iaa_pub10181_.jpg,7,0,12,0,3,0,3,0,3.56
201,iaa_pub10182_.jpg,0,0,3,0,0,0,22,0,2.12
202,iaa_pub10183_.jpg,6,1,2,0,6,0,8,2,3.98
203,iaa_pub10184_.jpg,5,0,7,1,1,0,11,0,2.98
204,iaa_pub10185_.jpg,1,0,1,0,0,0,23,0,2.78
205,iaa_pub10186_.jpg,2,0,0,2,0,0,21,0,1.44
206,iaa_pub10187_.jpg,0,0,2,0,0,0,23,0,2.58
207,iaa_pub10188_.jpg,2,0,2,0,0,0,21,0,2.48
208,iaa_pub10189_.jpg,4,0,2,0,0,0,19,0,3.14
209,iaa_pub1018_.jpg,5,1,0,0,1,4,5,9,3.5
210,iaa_pub10190_.jpg,0,0,1,1,0,0,23,0,1.68
211,iaa_pub10191_.jpg,2,0,1,1,0,0,21,0,1.62
212,iaa_pub10192_.jpg,5,0,8,2,1,0,9,0,2.92
213,iaa_pub10193_.jpg,6,0,6,0,2,0,10,1,3.64
214,iaa_pub10194_.jpg,8,0,2,0,2,1,12,0,3.86
215,iaa_pub10195_.jpg,7,0,3,0,1,0,14,0,3.76
216,iaa_pub10196_.jpg,4,0,1,0,1,0,19,0,1.74
217,iaa_pub10197_.jpg,1,0,3,0,0,0,21,0,2.84
218,iaa_pub10198_.jpg,1,0,0,4,0,0,20,0,1.24
219,iaa_pub10199_.jpg,15,0,2,0,0,1,7,0,3.9
220,iaa_pub1019_.jpg,2,0,0,1,1,1,20,0,1.68
221,iaa_pub101_.jpg,2,0,7,0,2,0,14,0,3.08
222,iaa_pub10200_.jpg,6,2,1,0,1,0,15,0,3.64
223,iaa_pub10201_.jpg,0,0,1,0,0,0,24,0,1.62
224,iaa_pub10202_.jpg,1,8,2,0,1,0,13,0,3.58
225,iaa_pub10203_.jpg,1,0,1,0,0,0,23,0,1.7
226,iaa_pub10204_.jpg,5,0,2,0,0,0,18,0,1.76
227,iaa_pub10205_.jpg,6,0,5,0,0,0,13,1,3.44
228,iaa_pub10206_.jpg,0,0,0,4,1,0,20,0,1.18
229,iaa_pub10207_.jpg,1,1,2,0,0,0,21,0,2.74
230,iaa_pub10208_.jpg,8,0,3,0,1,0,13,0,3.94
231,iaa_pub10209_.jpg,1,0,1,0,0,0,23,0,2.1
232,iaa_pub1020_.jpg,7,0,0,1,4,1,12,0,2.58
233,iaa_pub10210_.jpg,5,0,11,0,2,0,7,0,3.66
234,iaa_pub10211_.jpg,10,0,2,0,2,0,11,0,3.96
235,iaa_pub10212_.jpg,9,0,1,1,1,0,13,0,3.78
236,iaa_pub10213_.jpg,11,0,1,0,2,0,11,0,3.28
237,iaa_pub10214_.jpg,2,0,2,0,0,0,21,0,2.9
238,iaa_pub10215_.jpg,6,1,2,0,0,0,16,0,3.68
239,iaa_pub10216_.jpg,2,0,2,0,0,1,20,0,3.0
240,iaa_pub10217_.jpg,2,1,3,0,0,0,19,0,3.12
241,iaa_pub10218_.jpg,2,1,5,1,4,0,12,0,3.66
242,iaa_pub10219_.jpg,2,0,2,0,0,0,18,3,3.3
243,iaa_pub1021_.jpg,16,1,1,0,0,0,7,0,3.8
244,iaa_pub10220_.jpg,1,0,2,0,1,0,21,0,3.18
245,iaa_pub10221_.jpg,9,0,3,0,1,0,12,0,3.44
246,iaa_pub10222_.jpg,0,1,1,1,1,0,20,1,2.98
247,iaa_pub10223_.jpg,3,1,2,0,2,0,17,0,3.1
248,iaa_pub10224_.jpg,14,0,1,0,0,0,10,0,3.76
249,iaa_pub10225_.jpg,0,1,0,2,0,0,22,0,1.32
250,iaa_pub10226_.jpg,3,1,2,0,0,0,19,0,1.88
251,iaa_pub10227_.jpg,2,2,2,0,0,1,18,0,3.02
252,iaa_pub10228_.jpg,5,0,8,0,0,0,12,0,3.62
253,iaa_pub10229_.jpg,3,0,6,1,0,0,15,0,3.0
254,iaa_pub1022_.jpg,14,1,2,0,0,0,8,0,3.58
255,iaa_pub10230_.jpg,3,0,2,0,1,1,18,0,2.86
256,iaa_pub10231_.jpg,0,0,5,0,1,0,19,0,2.64
257,iaa_pub10232_.jpg,3,0,1,2,0,0,19,0,1.52
258,iaa_pub10233_.jpg,5,2,3,0,1,0,14,0,3.76
259,iaa_pub10234_.jpg,5,1,1,2,0,0,16,0,3.28
260,iaa_pub10235_.jpg,2,0,0,3,0,0,20,0,2.38
261,iaa_pub10236_.jpg,7,0,3,0,3,1,11,0,3.56
262,iaa_pub10237_.jpg,1,0,4,2,0,0,18,0,2.1
263,iaa_pub10238_.jpg,3,4,3,0,0,0,15,0,3.36
264,iaa_pub10239_.jpg,3,0,8,0,0,0,14,0,3.2
265,iaa_pub1023_.jpg,13,0,0,0,4,0,7,1,3.66
266,iaa_pub10240_.jpg,5,0,4,0,0,0,16,0,3.52
267,iaa_pub10241_.jpg,6,3,3,0,1,0,12,0,3.98
268,iaa_pub10242_.jpg,3,0,9,0,1,0,12,0,3.54
269,iaa_pub10243_.jpg,7,1,4,0,2,0,10,1,3.5
270,iaa_pub10244_.jpg,7,0,1,0,1,1,15,0,2.58
271,iaa_pub10245_.jpg,6,1,3,0,2,0,13,0,2.96
272,iaa_pub10246_.jpg,2,1,3,0,1,4,14,0,3.4
273,iaa_pub10247_.jpg,11,0,1,0,3,0,10,0,3.36
274,iaa_pub10248_.jpg,2,0,1,0,0,0,21,1,2.98
275,iaa_pub10249_.jpg,6,0,2,0,0,0,17,0,2.38
276,iaa_pub1024_.jpg,8,1,3,0,1,0,12,0,3.6
277,iaa_pub10250_.jpg,3,4,4,0,0,0,14,0,3.9
278,iaa_pub10251_.jpg,3,1,3,0,0,1,16,1,2.46
279,iaa_pub10252_.jpg,1,0,12,0,1,0,10,1,3.28
280,iaa_pub10253_.jpg,6,1,2,0,1,0,15,0,3.58
281,iaa_pub10254_.jpg,4,1,1,1,1,0,17,0,3.26
282,iaa_pub10255_.jpg,1,0,2,0,0,2,19,1,2.62
283,iaa_pub10256_.jpg,9,1,2,0,2,0,11,0,3.56
284,iaa_pub10257_.jpg,10,1,2,0,1,0,11,0,3.74
285,iaa_pub10258_.jpg,1,0,1,0,1,1,16,5,2.62
286,iaa_pub10259_.jpg,7,1,2,0,0,0,15,0,3.62
287,iaa_pub1025_.jpg,10,2,0,0,1,0,12,0,3.48
288,iaa_pub10260_.jpg,2,2,1,0,0,2,17,1,2.88
289,iaa_pub10261_.jpg,6,0,1,0,1,1,14,2,3.18
290,iaa_pub10262_.jpg,8,0,2,0,2,1,12,0,3.44
291,iaa_pub10263_.jpg,5,0,2,0,1,0,17,0,2.74
292,iaa_pub10264_.jpg,6,0,1,1,0,2,14,1,3.2
293,iaa_pub10265_.jpg,3,3,1,0,3,1,14,0,3.36
294,iaa_pub10266_.jpg,1,0,1,3,0,1,19,0,1.66
295,iaa_pub10267_.jpg,2,2,1,0,0,0,16,4,2.9
296,iaa_pub10268_.jpg,5,1,2,0,1,0,16,0,3.42
297,iaa_pub10269_.jpg,5,1,1,1,0,2,15,0,3.4
298,iaa_pub1026_.jpg,6,1,2,0,1,0,15,0,3.52
299,iaa_pub10270_.jpg,2,0,1,3,0,0,18,1,1.64
300,iaa_pub10271_.jpg,7,0,4,0,0,1,13,0,3.18
301,iaa_pub10272_.jpg,9,1,2,0,1,0,12,0,3.88
302,iaa_pub10273_.jpg,6,1,5,0,1,0,12,0,3.44
303,iaa_pub10274_.jpg,5,1,3,1,0,0,15,0,2.38
304,iaa_pub10275_.jpg,0,0,2,1,0,0,14,8,3.04
305,iaa_pub10276_.jpg,0,0,1,0,6,0,18,0,2.82
306,iaa_pub10277_.jpg,5,0,2,0,1,0,14,3,3.76
307,iaa_pub10278_.jpg,11,0,1,0,2,0,11,0,3.94
308,iaa_pub10279_.jpg,14,0,2,0,0,0,8,1,3.9
309,iaa_pub1027_.jpg,3,1,0,0,0,3,11,7,2.96
310,iaa_pub10280_.jpg,8,0,1,1,1,0,14,0,3.46
311,iaa_pub10281_.jpg,5,0,8,1,1,0,10,0,2.88
312,iaa_pub10282_.jpg,11,0,1,0,3,0,9,1,3.74
313,iaa_pub10283_.jpg,11,0,1,0,2,0,11,0,3.88
314,iaa_pub10284_.jpg,3,2,2,0,1,0,16,1,3.42
315,iaa_pub10285_.jpg,3,0,2,1,0,1,18,0,3.04
316,iaa_pub10286_.jpg,2,0,8,1,1,0,13,0,2.96
317,iaa_pub10287_.jpg,3,0,1,0,1,0,20,0,3.02
318,iaa_pub10288_.jpg,5,0,2,0,1,0,17,0,3.22
319,iaa_pub10289_.jpg,5,0,10,0,0,0,10,0,3.36
320,iaa_pub1028_.jpg,13,0,2,0,2,0,8,0,3.64
321,iaa_pub10290_.jpg,8,0,2,0,0,0,15,0,3.3
322,iaa_pub10291_.jpg,6,0,1,0,0,0,18,0,3.28
323,iaa_pub10292_.jpg,7,0,7,0,2,0,9,0,3.38
324,iaa_pub10293_.jpg,14,0,0,0,2,0,9,0,3.4
325,iaa_pub10294_.jpg,10,0,3,0,1,0,11,0,3.1
326,iaa_pub10295_.jpg,4,0,2,1,0,0,16,2,3.06
327,iaa_pub10296_.jpg,4,2,2,1,1,0,15,0,3.06
328,iaa_pub10297_.jpg,2,0,14,0,2,0,7,0,3.54
329,iaa_pub10298_.jpg,9,1,0,0,4,0,11,0,3.64
330,iaa_pub10299_.jpg,6,0,10,0,2,0,7,0,3.62
331,iaa_pub1029_.jpg,5,5,1,0,0,0,14,0,3.06
332,iaa_pub102_.jpg,6,2,1,0,3,0,13,0,3.16
333,iaa_pub10300_.jpg,6,0,3,0,2,2,12,0,2.88
334,iaa_pub10301_.jpg,8,1,4,0,0,0,12,0,3.84
335,iaa_pub10302_.jpg,0,0,0,7,0,0,18,0,1.42
336,iaa_pub10303_.jpg,1,0,15,0,1,0,8,0,3.54
337,iaa_pub10304_.jpg,1,0,0,0,0,0,22,2,2.76
338,iaa_pub10305_.jpg,2,7,2,0,0,0,14,0,3.5
339,iaa_pub10306_.jpg,3,0,0,0,2,1,19,0,3.54
340,iaa_pub10307_.jpg,3,0,0,0,1,1,20,0,3.36
341,iaa_pub10308_.jpg,12,1,1,0,0,0,11,0,3.88
342,iaa_pub10309_.jpg,3,5,0,0,0,0,17,0,3.42
343,iaa_pub1030_.jpg,4,1,1,0,1,0,18,0,2.84
344,iaa_pub10310_.jpg,4,0,1,0,2,0,18,0,3.1
345,iaa_pub10311_.jpg,10,1,1,0,2,3,8,0,3.52
346,iaa_pub10312_.jpg,3,1,1,0,1,0,19,0,3.38
347,iaa_pub10313_.jpg,8,2,1,0,3,0,11,0,3.88
348,iaa_pub10314_.jpg,8,0,1,1,3,1,11,0,2.96
349,iaa_pub10315_.jpg,9,0,2,1,4,0,8,1,3.54
350,iaa_pub10316_.jpg,3,0,14,0,3,0,5,0,3.7
351,iaa_pub10317_.jpg,5,0,0,0,0,0,20,0,2.98
352,iaa_pub10318_.jpg,5,0,2,0,4,1,12,1,3.24
353,iaa_pub10319_.jpg,5,0,11,0,1,0,8,0,3.9
354,iaa_pub1031_.jpg,3,2,1,0,0,0,16,3,2.76
355,iaa_pub10320_.jpg,3,0,11,0,2,0,9,0,3.52
356,iaa_pub10321_.jpg,8,0,5,0,1,0,11,0,3.86
357,iaa_pub10322_.jpg,8,2,0,0,1,1,13,0,3.34
358,iaa_pub10323_.jpg,5,6,0,0,2,3,9,0,3.92
359,iaa_pub10324_.jpg,6,0,1,0,2,0,15,1,3.54
360,iaa_pub10325_.jpg,5,1,4,0,0,0,15,0,3.56
361,iaa_pub10326_.jpg,6,0,0,1,0,0,14,4,2.92
362,iaa_pub10327_.jpg,8,0,0,0,2,2,9,4,3.46
363,iaa_pub10328_.jpg,11,0,1,0,3,1,8,1,3.68
364,iaa_pub10329_.jpg,3,2,0,0,0,0,20,0,2.9
365,iaa_pub1032_.jpg,4,12,0,1,0,0,8,0,3.32
366,iaa_pub10330_.jpg,2,0,0,1,1,0,21,0,2.6
367,iaa_pub10331_.jpg,1,0,12,0,4,0,8,0,3.74
368,iaa_pub10332_.jpg,3,0,1,2,0,1,18,0,2.34
369,iaa_pub10333_.jpg,2,2,1,0,1,0,18,1,3.48
